"# ID" GaiaID x y Dist_pix Dist_arcsec Gmag InAper
1 5284517766615492736 406.49884892803937 1809.0153210210442 0.0 0.0 12.0665 1
2 5284517762316055552 407.07494874794327 1808.5037379540615 0.7704597568443792 16.179654893731964 17.5731 1
3 5284519037925814912 406.8111820069747 1806.1456608843614 2.886607221681461 60.61875165531068 15.5482 0
4 5284519244084246528 409.1566773498301 1807.148356393149 3.2480161393518947 68.20833892638979 17.531 0
5 5284517727956306432 402.9331329114859 1810.1279860905418 3.735285031638912 78.44098566441716 17.1152 0
6 5284519033626377472 409.04192262693226 1806.2418910634858 3.7628629482726508 79.02012191372566 17.3677 0
7 5284518969206339456 407.4015625836868 1805.2250241408499 3.896311381820399 81.82253901822838 15.6374 0
8 5284518591249215616 410.1328144637731 1811.169158729337 4.224301408347218 88.71032957529158 16.6032 0
9 5284517697896012672 402.9899872788891 1811.5661616379941 4.338075371170847 91.09958279458779 15.7002 0
10 5284517732255751296 402.11423232092693 1810.1509708815506 4.529300541698951 95.11531137567796 17.1177 0
11 5284518655669272320 409.7641312001481 1812.577500697062 4.832307146775991 101.47845008229581 17.37 0
12 5284519244084247168 410.8790702892489 1806.941189356737 4.84647927201575 101.77606471233075 17.2698 0
13 5284519244084247552 410.908544376809 1806.5858347278822 5.034661617185565 105.72789396089686 15.8015 0
14 5284518659968692608 410.9214836109639 1811.471089009957 5.058704770390927 106.23280017820946 15.1123 0
15 5284518522529734016 406.35704422241577 1814.5342620362876 5.520762493014243 115.9360123532991 17.8007 0
16 5284519003566079488 409.5160900737815 1804.3182979404855 5.5826310957164536 117.23525301004553 16.3649 0
17 5284518625608951040 408.65951048504274 1814.2364894458958 5.650580331663265 118.66218696492855 17.6569 0
18 5284519278443986816 411.45162026702866 1806.220340399098 5.686990470659227 119.42679988384377 15.3929 0
19 5284472068162759296 406.43960427869547 1802.405223849901 6.6103626633061445 138.81761592942902 16.8282 0
20 5284518453810254848 401.47526717217295 1813.565218173703 6.777753149654127 142.33281614273668 16.6052 0
21 5284520068717968768 413.6065531451235 1809.6333595914339 7.134523874236085 149.8250013589578 17.7869 0
22 5284519347163463936 413.52427330817886 1807.0597711954981 7.292514164624692 153.14279745711855 15.0812 0
23 5284518488169993088 402.74646609176455 1815.291199537527 7.312115159351703 153.55441834638577 17.0767 0
24 5284518724388749824 407.6136883731868 1816.2679139569577 7.337776998691048 154.093316972512 17.6124 0
25 5284520137437444352 413.43819502543744 1811.425691579127 7.346047269569289 154.26699266095508 16.7655 0
26 5284518724388746112 406.2255586826701 1816.6784275520865 7.667978173176918 161.02754163671528 17.5504 0
27 5284470487614787712 400.45959047188023 1804.0759392341388 7.801931500410812 163.84056150862705 15.4883 0
28 5284518690028998016 403.9765429604449 1816.6049248653978 7.997756804779089 167.95289290036087 14.3956 0
29 5284471999443379072 406.51777780229145 1800.9824900349056 8.032853288474088 168.68991905795585 16.6717 0
30 5284518419450515584 400.6371996840038 1814.5303149526744 8.048235205684582 169.01293931937622 13.4801 0
31 5284518861827716096 413.19033730052524 1813.9025610529725 8.286201287006978 174.01022702714656 17.9388 0
32 5284472166943240320 410.7676373276268 1801.891742454682 8.304693010075015 174.39855321157532 17.741 0
33 5284472063864019328 409.21063049051196 1801.13133449206 8.337325880147125 175.08384348308962 15.6104 0
34 5284518758748482304 405.52301133135563 1817.5761647228846 8.61628132679305 180.94190786265406 17.1312 0
35 5284519175364773760 413.16098671211233 1803.4132284567193 8.704454087031394 182.79353582765927 10.2315 0
36 5284470487614785536 399.12041968050426 1804.2028388539147 8.809154486658791 184.99224421983462 17.0368 0
37 5284470487614788864 400.449455902609 1802.5588066498285 8.847696525188947 185.80162702896789 17.2312 0
38 5284518763047901312 406.3973096725493 1817.871848430463 8.857109459309552 185.99929864550057 15.9073 0
